cliente_id,nombre,email,telefono,estado,fecha_registro,edad,genero,codigo_postal
8808.0,Abigail Sara Cruz,teresadel-valle@example.com,02510009444,Jalisco,2023-04-21,-5.0,F,ABCDE
8809.0,Modesto Reynaldo Madrid,cisnerosemilio@example.net,148-576-6873,Yucatán,2026-06-19,-5.0,,
8810.0,Cecilia Laura Portillo Soto,alta-gracia01@example.net,1-688-718-9925x5953,Querétaro,2023-02-12,69.0,Otro,35107
8811.0,Manuel Teodoro Anguiano Anguiano,bbarragan@example.net,450.474.1228x37289,CDMX,2026-02-23,999.0,,23104
8812.0,Ramón Prieto,longoriaitzel@example.net,1-831-526-1634x842,Yucatán,2023-09-26,,F,ABCDE
8813.0,Eugenio Martín Pedroza,ivonne98@example.net,131-997-0459x1336,Estado de México,2024-04-09,-5.0,,98971-1827
8814.0,Abel Evelio Valentín,miguel00@example.com,1-545-232-2496x27752,Nuevo León,2024-09-10,,F,
8815.0,Amador Segura,brunoarmenta@example.org,495.881.9885x74597,Veracruz,2024-08-08,,F,
8816.0,Lic. Victoria Hernandes,tcastellanos@example.com,(946)407-7000x8629,Jalisco,2024-10-20,,,30934
8817.0,Jerónimo Guerrero Iglesias,trodrigez@example.net,1-646-687-5750,Puebla,2024-01-10,39.0,,
8818.0,Gabriel Gregorio Feliciano,lopezabelardo@example.org,1-745-094-3937x608,Jalisco,2025-08-25,-5.0,M,82436-2534
8819.0,Iván Rodolfo Montoya,julio-cesaraleman@example.org,1-014-173-5507,Estado de México,2025-02-28,999.0,,ABCDE
8820.0,Sra. Susana Reyes,adalbertoorellana@example.net,379-156-6862x4684,CDMX,2025-07-05,,,31776-9394
8821.0,Pablo Rangel Noriega,bernabe19@example.org,1-343-724-6128x32171,CDMX,2023-01-05,999.0,Otro,
8822.0,José Emilio Ornelas Peres,vperalta@example.org,252-424-0112,Guanajuato,2022-04-17,999.0,,
8823.0,Cristian Rolón Gallardo,eleon@example.com,698.387.9696x84987,CDMX,2025-03-13,,,56492
8824.0,Dr. Horacio Mejía,correo_mal_formado,+28(8)6870417141,Guanajuato,2023-09-13,,M,
8825.0,Sofía Arcelia Hidalgo,lermamarcela@example.org,543-363-7208x3975,CDMX,2024-12-17,,,
8826.0,Armando Genaro Guillen Menéndez,santacruzluis-miguel@example.net,06215068519,CDMX,2022-08-07,999.0,M,
8827.0,Dra. Socorro Collazo,homero48@example.com,+69(4)3128546174,Puebla,2022-09-01,55.0,F,77489
8828.0,Flavio Francisco Olmos,eloyescalante@example.com,543.552.0015x371,Nuevo León,2023-11-13,19.0,Otro,ABCDE
8829.0,Catalina Esmeralda Verdugo Reyna,fidel21@example.org,783-617-8630,Nuevo León,2025-04-20,43.0,,49751-5422
8830.0,Eloy Rendón,karla71@example.net,086.166.6744x90934,Nuevo León,2023-04-18,-5.0,,
8831.0,Adán Timoteo Montez,aldonzaacuna@example.com,1-062-845-7858x748,Yucatán,2026-03-14,-5.0,,
8832.0,Maximiliano Cepeda,gracielanunez@example.com,1-452-372-2554,Jalisco,2023-03-25,,,
8833.0,Dr. Fernando Ortiz,jos24@example.net,1-652-998-0113,Yucatán,2024-11-16,-5.0,F,
8834.0,Paulina Regalado Venegas,elias70@example.com,03653665609,Puebla,2022-01-31,,,ABCDE
8835.0,Marisol Fuentes,ignacio04@example.net,433.338.0217x29439,Nuevo León,2023-10-27,-5.0,Otro,57697
8836.0,Santiago Gil Coronado,antonia95@example.net,388.327.6439,Jalisco,2022-04-03,,,
8837.0,Dra. Marisela Rojas,hernanlovato@example.com,1-506-801-7333,Veracruz,2025-03-22,-5.0,Otro,
8838.0,Zacarías Gallegos Rojo,vvalle@example.org,(562)594-1080,Jalisco,2025-04-18,999.0,Otro,
8839.0,Benjamín Luis Miguel Valles,elvira89@example.com,08624699757,Querétaro,2023-10-01,47.0,M,ABCDE
8840.0,Rodrigo Aparicio Zúñiga,rceja@example.com,(812)606-6451,Nuevo León,2021-12-16,-5.0,,
8841.0,Lic. Gabriel Tamayo,jose-carlos95@example.org,(273)414-5599x300,Guanajuato,2025-03-12,,,
8842.0,Manuel Roldán López,rebeca96@example.org,607-821-4019x1145,Estado de México,2022-11-26,-5.0,M,
8843.0,Delia Adela Heredia Muñoz,alemanfabiola@example.com,1-173-406-4151x87644,Estado de México,2022-06-07,,,ABCDE
,Sr. Samuel Valles,daniela57@example.com,092.741.3743x0149,Estado de México,2023-10-28,20.0,,ABCDE
8845.0,Indira Velásquez,cristinanarvaez@example.com,502.184.6761,CDMX,2023-05-17,57.0,F,21230
8846.0,Mariana Trejo Lara,pprado@example.org,543.637.5948x789,Veracruz,2026-03-01,,M,19878-1537
8847.0,Diana Arroyo,regaladofrancisca@example.com,(820)446-3678,Puebla,2026-05-21,-5.0,,68119-3034
8848.0,Estela Limón,ariadnasoria@example.net,536-731-7209,Querétaro,2023-09-09,,F,18644-4006
8849.0,Hermelinda Natividad Preciado Laboy,cuellarjavier@example.com,226.946.5292x4451,Estado de México,2023-10-21,999.0,,ABCDE
8850.0,Alvaro Rufino Solorzano Gaitán,fuentesanabel@example.com,582-570-6972,Querétaro,2023-01-19,19.0,M,09430-9174
8851.0,Nicolás Rodarte Lozano,antoniamercado@example.com,556.671.6952x970,Querétaro,2025-12-15,43.0,M,
8852.0,Carmen Padilla Rodarte,moquendo@example.com,(652)536-7456x31361,Puebla,2024-10-27,,M,ABCDE
8853.0,Carmen Solorzano,orozcocarolina@example.com,1-758-836-2490x285,Nuevo León,2026-05-22,999.0,M,
8854.0,Frida Gonzales,sonia71@example.net,(173)110-1384x0310,Jalisco,2023-06-20,-5.0,F,ABCDE
8855.0,Asunción Zoé Franco,barriososcar@example.com,06654845479,Guanajuato,2024-11-13,,F,55683
8856.0,Camilo Ernesto Mayorga,adalbertoramos@example.net,997.051.9397x66542,Guanajuato,2025-09-15,-5.0,M,
8857.0,Bernardo Zedillo Cardenas,barbara65@example.net,(212)468-4889x304,Puebla,2022-12-01,24.0,M,ABCDE
8858.0,Srita. Tania Olivera,hhuerta@example.com,594.366.7882x679,Jalisco,2022-03-06,999.0,M,
8859.0,Asunción Meraz Figueroa,tamayoelisa@example.org,(010)560-2423,Estado de México,2023-05-18,-5.0,M,
8860.0,Ing. Jesús Urbina,vfonseca@example.net,(617)837-9621x03754,Jalisco,2024-01-16,-5.0,M,01219-2520
8861.0,Cristian Humberto Nieves Salazar,desquivel@example.com,(893)960-0311,CDMX,2024-04-11,-5.0,,ABCDE
8862.0,Marisol Rojas Tello,rosariomariana@example.com,255.899.5699x154,Puebla,2024-12-14,-5.0,F,ABCDE
8863.0,Aida Margarita Centeno,cristinacervantes@example.com,(794)690-1589,Puebla,2023-01-09,-5.0,M,ABCDE
8864.0,Lic. Marisol Chávez,uprieto@example.com,+44(4)6259473266,Guanajuato,2021-11-16,-5.0,F,
8865.0,Pascual Cisneros,qdavila@example.org,899.891.3021x1467,Jalisco,2025-11-03,33.0,F,
8866.0,Mariana Ivonne Aguilera,canojoaquin@example.com,488.779.6198x682,Yucatán,2023-06-15,999.0,,15600
8867.0,Augusto Óscar Valle,evelio42@example.net,(970)223-1573x33909,CDMX,2026-05-09,999.0,Otro,ABCDE
8868.0,Rosalia Blanco,javiermejia@example.com,1-384-092-6311x041,CDMX,2023-11-16,-5.0,,
8869.0,Graciela Esquibel Rojas,anaelizondo@example.net,585-186-4864x96120,Puebla,2024-03-07,999.0,,ABCDE
8870.0,Sra. Georgina Barraza,bsarabia@example.org,1-056-627-7909,Querétaro,2025-07-26,-5.0,,25328
8871.0,Fidel Gurule,silvanomontalvo@example.org,(163)146-3545x016,Estado de México,2025-12-03,48.0,,
8872.0,Dra. Estela Díaz,rosaecheverria@example.net,09946915223,Puebla,2024-06-23,,,ABCDE
8873.0,Isabela Mitzy Polanco,rosariopulido@example.net,883.008.5316x14500,Estado de México,2026-02-25,999.0,M,
8874.0,Abelardo César Rosario Hurtado,rosario87@example.com,937-619-3191x83379,Yucatán,2023-09-29,47.0,,
8875.0,Daniel Gregorio Olivas Caraballo,manuel49@example.org,516-421-5026x97617,Jalisco,2022-08-27,48.0,Otro,21136-0780
8876.0,Miguel Benjamín Saldaña,correo_mal_formado,1-353-736-2852,Jalisco,2025-04-07,-5.0,F,
8877.0,Jonás Casárez Peres,carolinayanez@example.net,(486)953-0053,Jalisco,2024-01-07,-5.0,,
8878.0,Gonzalo Emiliano Valenzuela Gallegos,robertomalave@example.net,09205842160,Estado de México,2024-03-02,-5.0,,ABCDE
8879.0,Gilberto Cristian Sanabria Tamayo,arredondoeduardo@example.org,245.506.9534,Puebla,2021-07-22,,,54770
8880.0,Salma Pamela Sanches,lgracia@example.net,(163)734-0374,Veracruz,2021-12-08,-5.0,M,62996-4287
8881.0,Leonardo Tamayo Méndez,fsandoval@example.org,07560603142,Guanajuato,2025-04-21,-5.0,Otro,
8882.0,Nelly Barbara Esquibel,angelica07@example.net,1-849-094-4327,CDMX,2026-01-20,-5.0,,94710
8883.0,Alejandra Lilia Gamez Téllez,esparta36@example.org,(281)609-6969,Puebla,2021-07-16,34.0,M,78580-7693
8884.0,Rubén González Rodarte,tmayorga@example.net,(063)852-0362x442,Veracruz,2025-02-05,43.0,,99347
8885.0,Dra. Antonia Tejeda,uaparicio@example.net,273.434.6998x268,Guanajuato,2023-10-25,,M,71565
8886.0,Wilfrido Juan Espinosa Vergara,calderagabriel@example.com,862-822-8900,Jalisco,2025-01-01,,,
8887.0,Ricardo Cedillo,martin30@example.com,670-266-4353x50800,Yucatán,2023-05-17,32.0,,08737-0432
8888.0,Ing. Pascual Quintero,hcaldera@example.com,313-551-1457,Veracruz,2024-03-05,28.0,F,
8889.0,Martha Carmen de Jesús Saavedra,jimenezilse@example.net,058.146.6721,Veracruz,2025-07-31,999.0,Otro,ABCDE
8890.0,Sessa Araceli Soria Bahena,ialtamirano@example.com,+17(4)4380218914,Querétaro,2023-10-31,18.0,M,12085
8891.0,Jos Rascón,lucas93@example.org,(476)055-6616,Estado de México,2025-03-26,,,50000
8892.0,Samuel Salvador Carrasco,kcarbajal@example.org,1-429-092-2252x1172,Veracruz,2024-03-02,,Otro,53504
8893.0,Lorena Pamela de Jesús Armendáriz,florencia06@example.com,1-577-043-4842,Jalisco,2021-09-18,-5.0,F,
8894.0,Arturo Tamez de la O,carrionjuana@example.net,342.644.2712,Nuevo León,2024-01-17,37.0,M,
8895.0,Dr. Pedro Figueroa,javier66@example.com,1-924-863-5435x437,Veracruz,2021-07-14,-5.0,,ABCDE
8896.0,Verónica Úrsula Marrero Ocampo,urrutiaabel@example.com,1-010-474-5316x39559,Nuevo León,2026-01-15,,F,
8897.0,Lic. Maximiliano Botello,lucia47@example.net,09935053994,CDMX,2021-09-05,999.0,Otro,
8898.0,José Carlos Olmos,smontenegro@example.org,272.945.8393,Jalisco,2022-08-01,68.0,,
8899.0,Claudia Solís,fajardoolga@example.com,607-087-8260,Guanajuato,2021-10-24,,,
8900.0,Leonor Ochoa,tomasfrias@example.net,(007)786-9216x9627,Jalisco,2024-10-09,-5.0,,
8901.0,Alberto José Manuél Mejía,barbaranajera@example.net,221-690-5607,Puebla,2022-07-03,999.0,,
8902.0,Eric Gonzalo Amador Guillen,rosa10@example.com,(256)435-8984x07628,Nuevo León,2023-01-01,999.0,Otro,ABCDE
8903.0,Sra. Lourdes Solorio,helena65@example.net,07424641278,Querétaro,2023-09-22,,F,03207
8904.0,Julio César de la Rosa,ivonne77@example.com,743.605.8620x30525,Guanajuato,2024-02-04,-5.0,,
8905.0,Carlos Guerrero,estela01@example.org,1-985-525-1790,CDMX,2025-02-23,45.0,Otro,
8906.0,Dr. Arturo Tovar,luis-manuel76@example.com,+04(4)9692922632,Jalisco,2024-08-13,,,92383-4713
8907.0,Dr. Jorge Cabrera,vsalinas@example.net,1-600-973-6275x75937,Puebla,2023-06-23,-5.0,,
8908.0,Gregorio Griego Alfaro,gloriarico@example.net,038.299.5571x1273,Jalisco,2021-08-21,66.0,,53951-7570
8909.0,Carolina Trinidad Peres,garayivonne@example.org,967-587-2715,Veracruz,2023-09-08,999.0,,
8910.0,Ángel Fuentes,tresendez@example.net,1-595-208-2158,Veracruz,2022-11-30,999.0,M,49864
,Rocío Ruelas Santana,gvargas@example.org,583.600.0549x8115,Yucatán,2023-08-26,,M,
8912.0,Francisco Diego Vergara,gregorio92@example.com,(053)382-7364x27938,Jalisco,2023-04-22,-5.0,Otro,
8913.0,Sra. Rosario Toledo,nmateo@example.com,(594)198-9493x8001,Veracruz,2026-05-12,999.0,F,
8914.0,Ing. René Muñiz,gsepulveda@example.com,(659)248-0803x286,Querétaro,2025-12-13,,Otro,ABCDE
8915.0,Trinidad Meraz Villagómez,aozuna@example.org,(580)549-5014x4147,Puebla,2026-05-25,999.0,M,06733
8916.0,Evelio Solís Galván,francisco-javierrangel@example.org,1-630-223-9679x404,Guanajuato,2022-11-08,-5.0,F,
8917.0,Itzel Anguiano Orozco,waltamirano@example.com,303-167-7903,Puebla,2024-10-23,999.0,Otro,72357-5573
8918.0,Alvaro Andrés Rivera Segovia,xmercado@example.com,1-874-102-4249x296,Querétaro,2021-11-29,,,43955
8919.0,Pascual Flavio Fonseca Arce,fvalle@example.com,+59(4)2643157063,Jalisco,2022-05-09,65.0,,
8920.0,Delia Almonte Gaona,telloadela@example.org,038.968.8178x815,Guanajuato,2022-02-24,999.0,Otro,13753
8921.0,Asunción Andrea Bétancourt,zambranocamilo@example.net,(083)723-1627,Estado de México,2024-12-18,28.0,Otro,
8922.0,Verónica Ramírez,camilatafoya@example.net,408-818-0760,CDMX,2022-01-12,-5.0,,
8923.0,Ing. Juana Saiz,gabrielalcala@example.org,391.408.5302x95096,Yucatán,2022-08-22,-5.0,,
8924.0,Anabel Mariana Flórez,munizmiriam@example.org,1-618-972-0071x16608,Guanajuato,2026-02-25,43.0,,
8925.0,Indira Haro,villarrealmiriam@example.com,636.922.1729,Nuevo León,2026-06-16,36.0,,90699-7383
8926.0,Dr. Alonso Méndez,rodrigo17@example.net,(058)301-0541x639,Jalisco,2025-01-23,-5.0,Otro,43756
8927.0,Lic. Pascual Bustamante,galcaraz@example.org,640-302-3231,Guanajuato,2024-10-04,999.0,,36910-7529
8928.0,Oswaldo Guajardo Villarreal,catalina64@example.org,(799)431-1211x28941,Yucatán,2022-01-06,52.0,,
8929.0,Minerva Luisa Madrigal Almaraz,correo_mal_formado,690-720-8230x061,Jalisco,2023-07-13,66.0,F,83808
,Gabriel Jorge Luis Saavedra,jose-eduardourias@example.org,830.721.5921,Veracruz,2022-01-10,-5.0,,
8931.0,José Carlos Ramiro Tamez,sfonseca@example.net,05876982173,Yucatán,2024-12-20,,F,
8932.0,Ivonne María Elena Robles Toro,rocionegrete@example.com,953.085.7623x195,Jalisco,2023-04-14,-5.0,,ABCDE
8933.0,Delia Teresa Reynoso Valladares,jos12@example.net,1-693-949-4892x449,Veracruz,2025-03-15,-5.0,M,
8934.0,Rodrigo Rafaél Uribe,ssanches@example.com,1-478-844-9270x325,Yucatán,2021-07-16,-5.0,,11917
8935.0,Ing. Bernabé Balderas,romerogeorgina@example.org,(407)372-4032,Guanajuato,2024-04-09,999.0,M,
8936.0,Aldo José Manuél Espinal Trujillo,fserrano@example.org,1-646-619-4654,Jalisco,2024-06-25,-5.0,F,ABCDE
8937.0,Débora Luna Acosta,angulorosalia@example.org,+04(9)9482844543,Veracruz,2024-12-26,,F,
8938.0,Rodrigo Diego Montoya Gastélum,palominoguadalupe@example.net,+67(0)5719352503,Veracruz,2023-08-26,999.0,Otro,
8939.0,Elena Asunción Gaitán,qmascarenas@example.com,1-105-861-9995x75080,Jalisco,2023-08-07,-5.0,F,50269
8940.0,Ing. Horacio Paredes,helena10@example.org,+04(3)6215521029,Querétaro,2022-09-08,29.0,,
8941.0,Rolando Ornelas,acostajose@example.org,(879)980-7774,Veracruz,2025-05-16,34.0,Otro,ABCDE
8942.0,José María Pacheco Soto,joseverduzco@example.net,748-748-3239,Jalisco,2024-03-29,-5.0,F,
8943.0,Sara Espinosa,garciaeugenia@example.com,(702)737-7948x1687,CDMX,2024-03-16,-5.0,,
8944.0,Arturo Patricio Ocasio Aguilar,auroraocasio@example.com,1-092-165-6985x4122,Estado de México,2026-06-24,32.0,,
8945.0,Federico Lorenzo Niño,paredesasuncion@example.com,547.511.2630x57811,Estado de México,2026-03-13,999.0,,
8946.0,Lic. Cristina Blanco,figlesias@example.net,809-464-6723x086,Guanajuato,2026-04-24,,,
8947.0,Eric Alcántar Esquivel,kaponte@example.org,04640228033,Veracruz,2023-01-18,-5.0,,
8948.0,Blanca Bañuelos,toroleonor@example.net,858-121-4633,Puebla,2022-12-22,51.0,,33869-8737
8949.0,Sr. Carlos Anguiano,barajasjorge-luis@example.net,427.458.4268x248,Nuevo León,2021-07-15,,M,
8950.0,Lourdes Apodaca Ávalos,maria-teresa04@example.net,136.095.9973x7838,Estado de México,2024-01-20,24.0,M,
8951.0,Ing. Elsa Castro,mendezclaudia@example.com,103.695.8807,Puebla,2024-11-28,21.0,M,ABCDE
8952.0,Rafaél Óscar Alvarado Cervantes,munizantonia@example.com,1-692-982-6180,Estado de México,2022-07-21,-5.0,M,
8953.0,Adalberto Tirado,diazluz@example.com,(220)039-4641x7077,Querétaro,2024-07-18,-5.0,,
8954.0,Esmeralda Mónica Tafoya Alemán,maria-cristinalovato@example.net,111.637.4216,Jalisco,2023-10-16,,F,
8955.0,Omar Guillermo Cano Almaraz,sessaarchuleta@example.net,(009)314-5142,Nuevo León,2022-10-06,,M,ABCDE
8956.0,Amanda Paola Contreras Alvarez,omarsalcido@example.net,03828659164,Puebla,2024-08-22,-5.0,,04158-3200
8957.0,Dr. Horacio Preciado,vpineda@example.org,478-201-2920x3249,Querétaro,2026-05-31,31.0,F,ABCDE
8958.0,Mario Jerónimo Olivárez Estévez,linda39@example.com,327.304.6345,CDMX,2025-08-07,-5.0,,ABCDE
8959.0,Dra. Sessa Rascón,rortega@example.org,1-928-306-7174x378,Yucatán,2023-03-12,999.0,,
8960.0,Ing. Miriam Rentería,qescobar@example.net,01787508065,Jalisco,2025-02-24,32.0,,
8961.0,Francisca Cano Baca,luis-miguel61@example.org,863-118-2691x3406,Nuevo León,2024-12-06,42.0,,15252
8962.0,Frida Lorena Estrada Arias,raelisabel@example.net,(445)831-9247x87031,Puebla,2022-12-22,46.0,Otro,21236-5185
8963.0,Srita. Ana María Armenta,guillerminaramirez@example.net,1-900-822-5470,Puebla,2024-10-22,999.0,,
8964.0,María Graciela Polanco,cristobal67@example.com,+14(1)8425489486,Querétaro,2022-05-25,,,48569-1795
8965.0,Luis Manuel Gregorio Treviño,ramirezclemente@example.net,492-105-8417x9307,Puebla,2023-01-01,-5.0,,
8966.0,Alma Asunción Ordóñez,ftellez@example.org,08999457275,Yucatán,2023-09-06,25.0,F,
8967.0,Inés Carolina Duarte,victor07@example.com,732-725-0139,Veracruz,2021-09-01,-5.0,,
8968.0,Cristian Cuellar Abrego,lmaldonado@example.net,1-475-953-2880x058,Guanajuato,2025-08-21,-5.0,Otro,
8969.0,Armando Ignacio Valdés Bermúdez,nancy17@example.com,241.476.4897,Querétaro,2025-01-13,999.0,,19892-4103
8970.0,Ing. Leonel Ávalos,raparicio@example.com,539-106-6021,CDMX,2021-09-01,,Otro,
8971.0,Guadalupe Guillermina Chávez,jacoboquintana@example.net,246.254.6240x8051,Yucatán,2023-10-11,,F,
8972.0,Emilia Samaniego Duarte,martinzamudio@example.com,284.641.9970x415,Yucatán,2025-08-20,64.0,M,80486
8973.0,Sra. Pamela Téllez,susanalara@example.org,146-468-9411,Yucatán,2022-02-04,,,
8974.0,Pablo Zacarías Salazar Tórrez,cacuna@example.org,792.238.2592x288,Yucatán,2025-01-29,38.0,F,
8975.0,Manuel Jorge Aragón Cabán,doloreslira@example.com,+35(3)6513007895,Veracruz,2024-11-01,,Otro,ABCDE
8976.0,Blanca Camacho Quezada,patinosandra@example.org,708.803.1939x18170,Estado de México,2021-07-18,999.0,M,
8977.0,Carolina Toro Rivera,wruiz@example.org,1-433-254-2851,Guanajuato,2023-11-04,-5.0,M,
8978.0,Ing. María José Arenas,luis-miguelcano@example.net,(779)150-6511,Puebla,2023-08-29,31.0,,07428
8979.0,Laura Paredes,cristalreyna@example.net,599.151.4806x020,Guanajuato,2021-09-10,999.0,,57474
8980.0,Srita. Ilse Garrido,judithcasillas@example.com,00997197205,Guanajuato,2025-07-30,,M,41548
8981.0,Julio Barreto Báez,homero29@example.org,946.868.7013x75930,Jalisco,2025-07-31,999.0,M,52366
8982.0,Leonor Raquel Morales,ftamez@example.com,342.158.6793x89850,Estado de México,2024-08-13,,M,
8983.0,Sra. Arcelia Aguirre,enieto@example.org,+95(8)5265809015,Veracruz,2024-07-02,31.0,F,
8984.0,Ing. Elena Arteaga,mateoorosco@example.org,1-052-962-8050,CDMX,2023-12-29,999.0,,75352-7899
8985.0,Bernabé Jorge Luis Loya,cavazoszacarias@example.net,975.632.5723x4240,Veracruz,2025-07-25,,,
8986.0,Concepción Arcelia Sarabia Gonzales,lucioruby@example.org,1-390-657-7183,CDMX,2023-04-29,44.0,,
8987.0,Indira Cristal Borrego Téllez,de-andacornelio@example.org,175.137.7979,CDMX,2024-04-11,75.0,Otro,
8988.0,Luisa Longoria,alemanines@example.org,531-291-6163,Yucatán,2024-09-04,26.0,,
8989.0,Marcela Nadia Reséndez Cardenas,gomezmaximiliano@example.com,938-474-9569x645,Jalisco,2022-05-03,,Otro,ABCDE
8990.0,Sr. Federico Serrano,marcelamorales@example.com,948.804.9422,Querétaro,2024-11-02,-5.0,,
8991.0,Carlota Pedraza Apodaca,chaconminerva@example.com,675.828.7335,Veracruz,2021-07-25,,Otro,
8992.0,Ángel Griego,camilogrijalva@example.net,185-608-1916x245,CDMX,2023-04-14,999.0,Otro,
8993.0,Lourdes Perales,croybal@example.org,+04(9)6087175344,CDMX,2022-06-07,,,ABCDE
8994.0,Srita. Luisa Navarro,lbarrera@example.com,(274)168-6386x12061,Jalisco,2021-09-21,26.0,,
8995.0,Alejandro Gabriel Barajas,floreznancy@example.com,935.592.3860x488,CDMX,2025-04-17,-5.0,,10620
8996.0,Dra. Paulina Peralta,enaranjo@example.org,01169165531,Puebla,2021-12-24,-5.0,M,40981-9990
8997.0,Violeta Collado Tovar,escobarabril@example.com,795.878.4994,Guanajuato,2025-02-27,-5.0,Otro,
8998.0,Hugo Felipe Coronado,lozanoabril@example.net,276.049.0818,Guanajuato,2025-08-30,999.0,,91689
8999.0,José Emilio Rolando Cuellar,kadame@example.net,1-372-743-2030,Veracruz,2024-06-21,-5.0,F,30439
9000.0,Helena Alicia Guardado,luciaballesteros@example.net,741-433-9024x46190,Estado de México,2024-04-13,34.0,Otro,12864
9001.0,Mauro Malave Abreu,esquivelmarisela@example.com,013.568.5758x080,Estado de México,2021-12-25,-5.0,,ABCDE
9002.0,Ing. Marisol Parra,susanaquintanilla@example.net,048-559-1277,Querétaro,2024-11-25,,M,05525
9003.0,Eloy Heredia,beltranwilfrido@example.net,167-267-3743,Guanajuato,2025-07-27,999.0,Otro,
9004.0,Celia Estefanía Aguilar Briones,teresarodarte@example.com,+19(2)4495135251,CDMX,2026-03-01,19.0,F,
9005.0,Francisco Javier Renato Romo Espinosa,noemi94@example.com,1-326-107-5088x9884,Jalisco,2021-08-02,37.0,Otro,61591
9006.0,Elvia Leyva,rarriaga@example.com,401.466.4705,Guanajuato,2025-02-17,999.0,M,07610
9007.0,Alfredo José María Ruiz,cintronsantiago@example.net,1-466-043-5930x874,Querétaro,2021-09-19,-5.0,,
9008.0,Oswaldo Aldo Villalpando Cintrón,ztirado@example.net,210-184-6732x986,Querétaro,2026-01-01,-5.0,M,45860
9009.0,Lic. Rubén Guajardo,renato82@example.org,+30(4)0941522809,CDMX,2024-01-12,-5.0,M,32134
,Alfredo Corona Batista,leonardobarajas@example.org,(129)531-1433x48666,Querétaro,2021-07-09,999.0,Otro,
9011.0,Dr. Jesús Pedroza,molinauriel@example.com,702.846.1622x19555,Querétaro,2022-01-25,999.0,,
9012.0,Tania Barreto,guadaluperolon@example.net,(418)655-5067x191,Querétaro,2021-08-17,999.0,Otro,
9013.0,Mateo Julio Valencia Mota,anabelbarrios@example.com,1-963-766-0824x8183,Estado de México,2024-11-02,44.0,Otro,
9014.0,Leonel Nájera,barrientosgonzalo@example.com,09103228675,Querétaro,2024-06-20,999.0,F,
9015.0,Andrea Maldonado Patiño,espinozamarisela@example.net,(995)410-1454x36906,Veracruz,2025-08-09,45.0,M,
9016.0,Ing. Rosalia Véliz,lacuna@example.com,(895)269-7929x801,Yucatán,2022-05-04,999.0,,
9017.0,Tomás Víctor Regalado Lugo,irene78@example.net,(527)439-7793,Jalisco,2022-02-16,23.0,F,18620-1632
9018.0,Armando Israel Gálvez,ivancintron@example.com,(262)429-9658x7096,Guanajuato,2025-06-10,,Otro,49478
9019.0,Anel Liliana Pelayo,francisco08@example.com,600-265-1389,Yucatán,2025-07-10,61.0,Otro,
9020.0,Ing. Augusto Padilla,nievesvictor@example.net,202-763-3885x3077,CDMX,2024-04-08,,M,
9021.0,Lourdes Vélez Barela,murillouriel@example.com,1-329-273-7417x7435,CDMX,2023-06-20,46.0,,
9022.0,Pascual Timoteo Madrigal Nieves,jacinto59@example.org,193.368.9818x3617,Jalisco,2022-09-24,999.0,Otro,ABCDE
9023.0,Graciela Nayeli Badillo Delgadillo,guerrerojudith@example.net,469-559-3626x48851,Veracruz,2021-12-26,999.0,F,78586-3667
9024.0,Indira Batista,cecilia39@example.net,+73(4)4093874950,CDMX,2023-01-27,,F,
9025.0,Isabel Peralta Ferrer,iespinosa@example.com,+02(2)0448037740,Jalisco,2024-08-07,999.0,,ABCDE
9026.0,Armando Almonte,elisacarrillo@example.net,940.484.3477,CDMX,2023-11-07,-5.0,Otro,ABCDE
9027.0,Esperanza Espinal,elenacastro@example.org,165-091-4475x554,Jalisco,2025-07-16,-5.0,Otro,
9028.0,María José Quiñones Mares,guadalupeespinosa@example.org,1-657-979-9427,Guanajuato,2024-07-23,999.0,Otro,
9029.0,Srita. Josefina Aguilera,oliveraaurelio@example.net,138.858.5898,Yucatán,2026-02-25,,Otro,
9030.0,Benjamín Benito Leal Sánchez,blucio@example.com,913-781-6399x9638,Jalisco,2021-10-15,,F,56925
9031.0,Ing. Patricio Venegas,asolorzano@example.com,(927)598-9980x24608,Jalisco,2022-06-02,,,
9032.0,Raúl Ávila Guerra,cbermudez@example.com,765-858-3991x1179,Querétaro,2021-12-13,-5.0,,
9033.0,Óscar Hernán Muro Almaraz,yuridia23@example.org,+83(0)3954195810,Veracruz,2025-11-02,-5.0,,63794-3808
9034.0,Marco Antonio Renato Rocha,hinojosaangel@example.net,858.616.9373x6534,Querétaro,2026-06-26,-5.0,,
9035.0,Natividad Escobedo Jurado,quesadaoscar@example.com,156-490-8243x913,CDMX,2022-06-21,74.0,,
9036.0,Abelardo Tovar Ávila,mario34@example.org,831-630-5155x57841,Guanajuato,2021-07-21,-5.0,,
9037.0,Bernabé Luevano,zmontemayor@example.com,519.517.0677,Nuevo León,2022-11-18,-5.0,,ABCDE
9038.0,Jorge Luis José Emilio Carrión Paredes,correo_mal_formado,(821)469-1860x066,Yucatán,2024-05-20,999.0,F,ABCDE
9039.0,Ing. Alvaro Montañez,trinidad64@example.org,008.211.7284x062,Guanajuato,2022-06-11,999.0,,
9040.0,Ing. Luis Botello,hurias@example.org,03261101344,Veracruz,2021-07-17,999.0,,33167-0592
9041.0,Sara Leonor Armendáriz,iquesada@example.net,222-154-5556,Estado de México,2021-10-14,-5.0,F,
9042.0,Elsa Tejeda,estefania29@example.net,502-746-2675,Jalisco,2021-08-13,54.0,,ABCDE
